	Category	Tweet	Score
1492	Gaming	@NerdOutMusic @Ubisoft_UK @SGeneralista @costa_mhelena XBOX	-2
1493	Gaming	@GabrielKresnik Ahh yeah they were available on ps now but they got rid of ps now but the new Project Spartacus is going to launch soon and thats the PlayStation equivalent of Xboxs game pass and all the games that were on so now will be on there	-2
1494	Gaming	@fforigin @GameStop @GameStopCanada @PlayStation @Xbox i cant play with my boyfriend! He has ps4, I have ps5 and I have noticed that the version for ps4 1.00 and the ps5 version is 1.01 and we cant play together. IWe have been looking forward to this all day only for this to happen! Extremely disappointed	-2
1495	Gaming	@BBSWorldChamp Played it for 10 minutes: - No linking account - the menu is a nightmare to navigate The game definitely should've been ported to switch first but yeah it's cool to see it on Playstation	-2
1496	Gaming	like earthbound feels like it came out when video games were still new (relatively, and obviously) while mother 3 feels like its more focused in its scope	0
1497	Gaming	Know that when migrating to the new #GTAonline you will lose the ability to play with Xbox One/ PS4 players	-2
1498	Gaming	@NeppyNepCPU @Spiced_Iced @KeyBladeGX @PlayStation Nah, let him speak	-2
1499	Gaming	@firas_killer @majornelson Rockstar has a deal with PlayStation.	2
1500	Gaming	@NerdySnailie I would argue that visiting a country is the absolute best way to understand or appreciate it. Mass media and video games are nowhere near getting it right when it comes to a nation this size with over 330 million citizens. .	-2
1501	Gaming	@aahmberry @candy_verdoza doesnt chema boy have the new xbox?	-2
1502	Gaming	@dalia_nasar I got to disagree on this . Even in other mediums, ie music/video games and also among big name artists there are tons of artists/studios with similar style. As long its not entirely plagiarized, then i feel like it should still be ok.	0
1503	Gaming	@etherealzoey Agreed sister team Playstation for the win.	2
1504	Gaming	@stephanieck72 Playing video games, and yep.	2
1505	Gaming	This might be a controversial take, but I think video games are fun.	1
1506	Gaming	super mario 64 was very important for video games and it had some great ideas that worked well but it has aged so poorly i can't stand playing it	-1
1507	Gaming	Anyone interested in a basically brand new Playstation 5?	-2
1508	Gaming	@Bamfxoxo Kstyle .. never knew i could hit buttons so fast on video games	-2
1509	Gaming	"Typing up my Post Fight Interview Q&amp;A with Michael Bisping &amp; I'm emoji incarnate, listening to him grouse about modern video games: ""Oh, you need a health pack, and youve gotta to skin this animal to make this, and I'm like, this is a lot. Come on!"" Much funnier to hear him."	2
1510	Gaming	@Bigwale02 @vivian_porsche @PlayStation @davido I day tell you to work on your self not stop the hate one obo hes a bigger person allready pray you also excel in life don hate others	2
1511	Gaming	@InkfaceFahz But on the whole he was exceptionally well-acted, and coming from the frankly atrocious acting in Deus Ex 1 and Invisible War, that just really, really stood out. Hell, video games in general /still/ have a very low bar for acting quality, and HR and MD both remain exceptional	0
1512	Gaming	@marlisjun Sony should hire you, and put in a good word for me, by the way. I love Playstation every bit as much.	2
1513	Gaming	@EditoMZ @oldmategamer @haveyouseen01 Xbox in 2013 just basically did what PS did back in 2006	2
1514	Gaming	@artyshruti Your son is 14 i m certain he watches Hollywood movies n plays video games so blood, gore and violence is not alien to him. Take him to see #TheKashmirFiles the current generation needs to know.	-1
1515	Gaming	@marlisjun I don't think Xbix has beaten PlayStation in the U.S. since 360. I think that's why people are making a big deal over it. Even though series S is more readily avaialable than PS5, it's still impressive.	1
1516	Gaming	@Coinhub_Wallet @ElementX_BSC I enjoy playing video games. It's enjoyable to be able to participate in a variety of games while earning rewards. How do I access the #ElementX game? Is it necessary to download an app or is it available on the website? Is there a set number of tokens that must be purchased in	1
1517	Gaming	most video games have 4 easy modes and 1 frustrating-as-fuck-die-by-cheap-shots mode	-1
1518	Gaming	@mistres__helena @Aarow_16 @jz43871 @wbgames @PlayStation @HogwartsLegacy It will be available on playstation, xbox and pc, you can actually look for the game in the microsoft/xbox store and it will show you the info	2
1519	Gaming	@UniAlexGame @TASNoContext Mega Man &amp; Bass (Rockman &amp; Forte) was released in '98 for Super Famicom and used graphics from Mega Man 8 on Playstation/Saturn because they wanted to throw gamers still on last gen a bone. Castlevania Dracula X was a near-identical situation 3 years prior.	1
1520	Gaming	@XxXBaylieeXxX U play xbox one or ps	2
1521	Gaming	@Stormlinski76 Restart the game trust me did the same thing to me and I was transferring from Xbox One to PS5	-2
1522	Gaming	@timmyslmao @PlayStation Shut up	-2
1523	Gaming	@Monkey_pithikos @AskPlayStation @PlayStation @helplaystation Well you should contact @gamerschoice0 on Twitter for help, hes gonna help you unban it perfectly within an hour. Hes reliable and trustworthy	2
1524	Gaming	Recently got back to xbox and did the remote play and I loved it, honestly I think xbox killed it with there gamepass 15 a monthly, killed the competition	-2
1525	Gaming	@JoePapaWendigo @MrboomstickXL @Xbox @PlayStation Uh no, they dont think do, its just you guys that are stupid enough to think that.	-2
1526	Gaming	@MagsPowerBass @AidZen91 @PaulCPace @PlayStation Not even pretty much dude, it's a small portion which they won't notice.	0
1527	Gaming	I have been playing so much Elden Ring this week that I'm getting wrist pain again. I might buy a wrist brace so I can play video games.	-1
1528	Gaming	@mistres__helena @jz43871 @wbgames @PlayStation @HogwartsLegacy Okay mommy	0
1529	Gaming	Effective immediately MNN is dropping it's support of Global Strategy Corporation Enterprise and their entities, reason being is that this isn't the first time needless drama has erupted between GSCE and someone else from the playstation or xbox side of the house..	1
1530	Gaming	@Houya_hafu We just keep watching movies and play games together in video calls every night and just doing these simple things is already enough for us cause all we wanted from each other is time to be together and spending time together is all we need	2
1531	Gaming	@Xbox do you hate blacks	-2
1532	Gaming	@XboxAmbassadors My big brother's old N64. He was 13 then and bought a Ps2 and an xbox with the money he saved up from grandma's gifts and gave me his old n64. Ocarina of Time blew out my fucking mind when I first played it. And since then, I've been an avid gamer.	2
1533	Gaming	@MrboomstickXL @Xbox @PlayStation so you guys are worried?	-2
1534	Gaming	@SkullAndyPad @RetroComplex1 Carl watch the video, its a discussion point. And if I couldnt afford gas I would not sell my video games. I would sell blood first	-2
1535	Gaming	Me~*falling asleep* Brandon *playing video games* will you go get me a slice of cheesecake? The sudden urge I have to beat this man with a brick in a tube sock is overpowering	-2
1536	Gaming	"@uncannyr @MOOFIEcowstine @Overbro_ 1. It really doesn't, anime is so different from real life that actual pedophiles aren't gona be into that because they already go for actual kids, like, what you're saying is literally a parallel to the boomer argument that ""playing video games = school shooters"" 2. Nah, if you"	-2
1537	Gaming	@tweeterisawful would Klingon parents be against video games that werent violent enough? Just asking questions I just think itd be kicking rad if Klingons played Doom and really dug it	-2
1538	Gaming	Like seriously, I'm shocked Playstation approved the script, it's like they didn't care.	-1
1539	Gaming	@moitoi Hello can you unban me on PlayStation please. I spent 6 years on this game with good behavior then said one stupid comment and got banned permanently. Please I love this game and wont make the same mistake. I have spent $600 on this game and promise I learned my lesson. Please	-2
1540	Gaming	@uncannyr @MOOFIEcowstine @Overbro_ The problem is you STILL comparing drawings to sctual children, like bro, you think video games are equal to murder and genocide too? You whining over fiction is weird lol, the amount of reach and actual mental gymnastics to keep whining over people liking fiction is ludicrous.	-2
1541	Gaming	#AMC $AMC ALRIGHT FOLKS 3.5 HOURS UNTIL PRE-MARKET. LIST SOME OF YOUR FAVORITE VIDEO GAMES EVER. HERE ARE A COUPLE OF MINE. 1. ROAD RASH - SEGA 2. GOLDEN EYE 007 - NINTENDO 64 3. JOE MONTANA FOOTBALL - SEGA 4. VIRTUAL TENNNIS - DREAMCAST 5. WAVE RUNNER - NITENDO 64 MORE..	2
1542	Gaming	It's a little harder to cheat at video games, isn't it...	0
1543	Gaming	@WOOLLEY_GAMER You must not watch Iron Lord's. It's not a fanboy podcast at all. Don't get misled by King doing his thing and having fun about Sony. They regularly speak very highly of Playstation and don't trash and spew hate the way you think they do.	-2
1544	Gaming	Finger me while I play video games please ;3 #nsfwtwt #nsfwtwt	-2
1545	Gaming	@JonReflex Prove it to me that you make money of video games and you're top .7%. I wasn't born yesterday lol.	-2
1546	Gaming	@Gluttonyfangs4 @ZackAaron01 @TaquinJ @fforigin @GameStop @GameStopCanada @PlayStation @Xbox It means PS4 has version 1.00 and the demo is 1.01 which is the version that PS5 has. This means you cannot use your saved data of the demo and play with people in PS5. Aka this is a cluster fuck.	-2
1547	Gaming	@wydccalamity Cuz everyone knos PlayStation better	-2
1548	Gaming	@clown_pdf Weird. All the people i know that have Iphones shit on people that play playstation instead of xbox	-2
1549	Gaming	@djgotdasauce @PuckingFuzzled @LovesPatches @TheNerdyHD @deshawn26840284 @MicroMakesMusic @wydccalamity Xbox has the gamepass and it's bad I made a thread complaining about how genuinely shit it is I'm not even here for the Xbox v Playstation debate I just genuinely hate the gamepass with a passion	-2
1550	Gaming	@PatriotJay1994 @AnnCoulter A fella!! Get back in your basement and finish your video games	-2
1551	Gaming	What are good pc video games. I have Minecraft and the sims but I want more	2
1552	Gaming	@SuperPositiveGs @RandolphBronson @SpookiLord @marlisjun @PlayStation Something he made up in his mind, like what console you play on means you are a specific style of gamer. Lmao	2
1553	Gaming	"Cannot believe Xbox live had me telling people to ""kys"" when I was 12 what the fuck LMAO"	-2
1554	Gaming	@FelixFucks games, both video and tabletop. finally found a d&amp;d group again for the first time in years and it's *so* been amazing to get back into it	2
1555	Gaming	@OGG1993 Im really starting to think that the hardcore PlayStation fan base kicked the diehard Xbox fan base a little too hard in the head last generation, because they havent been the same since.	0
1556	Gaming	@DailyCaller Just like the video games, Ann!	2
1557	Gaming	@Gl_acial @its_menieb @PlayStation And you failed with that tweet alone gtfo	-2
1558	Gaming	@BattlefieldComm @Battlefield @EAHelp Please @EA_DICE @Battlefield @BattlefieldComm please fix the issue with cross play. Sucks I can't even turn off the option just play with Xbox players cause the extremely long loading to find/no players hate playing With pc players.. Please fix this issue please	-2
1559	Gaming	@cronieees @IGN U hate on Xbox all the time ?	-2
1560	Gaming	@fforigin @GameStop @GameStopCanada @PlayStation @Xbox That's all cool and stuff but I want to be able to transfer my demo data to the full game on ps4 already so I can continue the story. Already have 30+ hours grinding the first 5 missions.	1
1561	Gaming	@RockstarSupport am I messing raytracing or something on Xbox series s it says it in bio on store but not in settings just says performance but doesnt say performance rt	-2
1562	Gaming	@RealHaney @AskPlayStation @PlayStation You should buy from @gamerschoice0 on Twitter they sale at retail prices	-2
1563	Gaming	@Nightfallgamez On my last stream, I wound up spending half of it just talking about video games and showing off some of the more niche RPGs I have. It's so much fun just chatting with people about games Gonna be doing my first full Just Chatting stream next weekend and see how it goes!	2
1564	Gaming	Nintendo im Bo Ricky C &amp; PlayStation im RICKSTAR3584 &amp; ON XBOX LIVE IM XRCX KOOPAR!... ADD ME IM ALWAYS PLAYING GAMES!... I NEVER WATCH TV ANYMORE!...	2
1565	Gaming	I will be (re)buying Paradise Killer when it drops on PlayStation this week. Cannot wait to revisit this phenomenal game world.	2
1566	Gaming	mainly talk about anime / manga and video games	0
1567	Gaming	@Danielsand @PlayStation Yeah, no its fine if they just don't mention anything about her.	-1
1568	Gaming	@ZackAaron01 @TaquinJ @fforigin @GameStop @GameStopCanada @PlayStation @Xbox What do you mean bring the game up 1?	-2
1569	Gaming	@improxgames @Xbox Thrilled to have you!	2
1570	Gaming	@EvanNixonType4 iirc its also one of the very few Xbox games that doesn't support either widescreen or progressive scan.	-1
1571	Gaming	Get new rewards, launch a daring rescue and uncover secrets. Ascending Tide contains two new dungeons to explore to start your Legacy of the Bretons adventure. The new DLC arrives Mar 14 on PC, Mar 29 on Xbox &amp; PlayStation consoles.	2
1572	Gaming	I would be rather be having sex than okay video games but oh well	0
1573	Gaming	Video games are so ass	0
1574	Gaming	@PlayStation I find it unbelievable how Sony does this nonsense to make it look like it's a plesteytion thing.	-2
1575	Gaming	people who can play video games for hours at a time: how do you do it	2
1576	Gaming	@R0guez1 @ForzaHorizon @WeArePlayground @Xbox This right here...mind-blowingly good! Would love to see a behind-the-scenes shot. But also totally understand if you didn't. ;) This would surely win any PhoRev round with ease!	2
1577	Gaming	@amritabithi oh that reminds me, a while back i got interested in the xbox drum hero kits, cos they have midi ports on them) i seem to recall the issue was they didnt send a note off, which caused issues (too many hanging notes)	-1
1578	Gaming	Started playing Elden Ring. I am very bad at video games, and this is going to be a very good time. My instinct in video games, as it was when I was a child, is to run to the coolest thing I can see with little regard for consequences. If possible, I will climb said thing.	2
1579	Gaming	@SHEEPRAMPAGE Personally, Help Wanted. I had a whole different idea of what security breach was. I thought it would be classic nights but free roam which from what I remember people have wanted forever lol prolly cuz I didn't watch alot of trailers only a single playstation one.	-2
1580	Gaming	.@yeul_e started making music because of the Kingdom Hearts and Final Fantasy X soundtracks. Who said video games get you nowhere.	-2
1581	Gaming	@HarleyShah yep, i only like to watch movies and tv shows i already know word for word, i play the same video games over and over on loop too, it's reassuring knowing what's coming, i assumed it was just a trauma response to a terrifying world, seeking the comfort of familiarity	-2
1582	Gaming	@Badxisabella video games	-2
1583	Gaming	If you're wondering about nintendo switch and xbox series x and ps5, buy ps5.	2
1584	Gaming	oh my god what was i doing? oh right, leisure, relaxation, video games,	2
1585	Gaming	@PabloMakes Hello can you unban me on PlayStation please. I spent 6 years on this game with good behavior then said one stupid comment and got banned permanently. Please I love this game and wont make the same mistake. I have spent $600 on this game and promise I learned my lesson.	-2
1586	Gaming	got banned on xbox live for saying at least my goat isnt a sex offender	-2
1587	Gaming	I can finally afford so many video games and appreciate genres I was never interested in before and I have time for almost none of them	2
1588	Gaming	Old heads will never wrap their heads around people watching other people play video games	-2
1589	Gaming	@LiberalWis @JurassicTay @PlayStation But the backlash was gonna be always there. No matter when this gets revealed.	0
1590	Gaming	@wydccalamity @sadcrib Xbox good, Playstation not	-2
1591	Gaming	@crusader_r6s @Rainbow6Game Xbox auto update is a fucking joke.	-2
1592	Gaming	@SpiritArzo @OriTheGame Good times limbo in xbox live aaaaa	2
1593	Gaming	@ChaiThePie I love you too Keana so fucking much youve been here with me for 13 years like holy fuck weve just naturally been playing video games for that long together we just get on and play no setup no play date	2
1594	Gaming	11. This is sorta twofold Video games have always been an escape for me, plus I've always been surrounded by music. It's part of how I connect to things, people, places, etc. So those two things together make for a very meaningful experience	2
1595	Gaming	@8Osjk Seokjin definitely, is my bias because he resembles my type of man, that sense of humor, playing video games, cooking and fishing, activities exciting enough for me	1
1596	Gaming	@Lune_ I got my Xbox taken away	-2
1597	Gaming	@dleonxl @Is_a_dumb_name @1andDon3 @MrboomstickXL @Xbox @PlayStation Tbf, advertising another companies work can lead to negative press for your company. Say you owned Sony and advertised Cyberpunk 2077 heavily, doing most of the marketing,etc. Well if the game is bad, Sony is going to be questioned on why they advertised the game.	-2
1598	Gaming	@RebelTheArtGal @MOOFIEcowstine @Overbro_ no lol are you retarded i said jerking off to a drawing of a child is weird given that fiction or not you only jerk off to shit that you find hot, idk why you think the same logic somehow applies to killing people in video games	-2
1599	Gaming	@GoScv120 In my opinion, I totally agree. Actually, companies have more costs to improve the quality of their products, as a result of which video games are no exception.	0
1600	Gaming	@chrisjsankey One thing I learned from video games: You know youre going the right way when you find enemies (I Cant remember the source tweet, but this is not my material)	-2
1601	Gaming	@Volataride @ZubyMusic Because this person is allowed to tell others what is fun and what is not? I don't find video games fun anymore, but does that mean they're not? No. They're just not mu cup of tea.	-2
1602	Gaming	@KalebCenite @WWEgames Say PS4 instead PlayStation because this is NOT an issue on PS5. Well, at least not for me.	-2
1603	Gaming	Does anyone know of any articles exploring any relationship between newer video games that center/build off of storytelling based off of Norse mythology and increased or changing formations of global white ethno-nationalism (also read as continued Lost Cause)?	-2
1604	Gaming	@uncannyr @MOOFIEcowstine @Overbro_ anti-meme and being so triggered over the idea that people can separate fiction to reality and not be weirded by fiction coz' it's just fiction and nothing is really there. Bring that argument elsewhere first, do you think video games are equal to actual genocide then?	-2
1605	Gaming	Im sorry @PlayStation I just want my account back	-2
1606	Gaming	@mortivoree @Xbox That's why it's my banner...	-2
1607	Gaming	@Xbox put WWE2k22 on game pass	-2
1608	Gaming	JILI is a top-rated online gambling site featuring slot machines, video poker, table games, roulette, blackjack, and more. Whether youre playing from your living room or on the go, you can expect a top notch casino experience. #slot #jili #jili178	2
1609	Gaming	@sorenT77 Replace alcohol and smoking with video games and food and then I agree XD	-2
1610	Gaming	I'm glad I never cared but Disney movies (or just movies in general) I don't know. I literally just don't have any attachments to movies. I just prefer video games because I vastly prefer interactive media and just get bored watching movies.	-1
1611	Gaming	Tomorrow, back to bring nice and feeling empathy and worrying about if I'm messing up in video games. That other stuff was eating away at me and haunted me. I feel so much better. I should be really better mentally very soon. Made good changes, made a goal, next get new glasses!	2
1612	Gaming	@yzomiu eat a late lunch on friday to avoid dinner, wake up late on saturday, play video games/do homework/workout throughout the day, avoid dinner as long as possible. it helps that my family is busy and out of the house on the weekends so :P	2
1613	Gaming	16. My favorite video games have to be Animal Crossing, Smash bros, Kirby and Roblos :)	2
1614	Gaming	@RockstarSupport the least you guys can do it fix the crash bug in ps4 and Xbox with the heavy sniper	-2
1615	Gaming	Just finished No More Heroes 3. What a fantastic video game! Loved the boss fights and the writing a lot! A game that knows what it is and doesn't really stray from that. Really hoping for more games that feel like this from Grasshopper in the future.	2
1616	Gaming	@poncho_playa @kidsmoove I would acknowledge that it would be big, just not Xbox nail in the coffin big. If Sony did buy them and then sought to make all their stuff exclusive, then Microsoft can drop a massive COD exclusive bomb on Sony's head once existing agreements are done.	-1
1617	Gaming	@PlayStation Hogwarts fans, get excited!	2
1618	Gaming	@JeremyCom Cuphead isn't hard, you just suck at video games.	-2
1619	Gaming	@stin0s @AgiIeOnes Ever need 1 for a 6man lmk, (playstation, PC)	2
1620	Gaming	Video games Lana #Gone by #ROS of (#BLACKPINK) is my hot trending song choice @BLACKPINK	2
1621	Gaming	@bbrighttlightt Honestly I think Jin. He loves anime, hes hilarious, hes chaotic, he plays video games, he makes everything fun even when its not suppose to be. Hes a care free soul, I think wed have fun together and crack some jokes here and there especially puns.	2
1622	Gaming	@AlexSourGraps I was playing video games and had it as background noise. Soooo yeah. Wouldnt say wasted time.	-2
1623	Gaming	@Acesandy1 @gorillaarmy88 @Yan2295 Yup. I saw a guy with 680 gamerscore on xbox and rank 1500, he obviously did the RP glitch. And well. He was fine.	1
1624	Gaming	massive love to all of y'all that support me, it's crazy to think that playing video games and chatting with y'all helps pay my rent	2
1625	Gaming	the perfect xbox setup where i put the wires indeneath and around wherre the y are and you have to sit around it	2
1626	Gaming	@XaeSZN Xbox sadly	-2
1627	Gaming	@Picklemaddierix i will! eventually! also you should come over to talk video games and play switch with me and Hex	2
1628	Gaming	@SelectWomanTaft Ah cool! And I thought they were going for a better colour for the video games as Silver didn't look good on the original ones	0
1629	Gaming	@Ace2starz107 Yooooooo I miss sesame street. Makes me think of Simpler times. Like should I go with cocoa pebbles or fruit loops while I watch. Maybe play some video games and just chill alllllllll day	0
1630	Gaming	@Tracker_RY Xbox Series X is still available on Walmart as of right now!	2
1631	Gaming	@jtwilson37 @GameGeniPrime Not cheaply made per say but they've always been too small for my hands. The xbox controllers are the perfect size for me.	0
1632	Gaming	Why would you disrespect your son by letting a nigga youre fucking, play on his PlayStation and eat his fruit snacks?	-2
1633	Gaming	Random thought tonight: A couple years ago I never imagined that I would stream video games as a hobby. Now it is something I really enjoy doing. I appreciate all the support and will continue to work to improve my content. #ESOFam #twitchstreamer	2
1634	Gaming	"You know you play too many video games when you think ""Ray tracing"" everytime you see a reflective surface."	-1
1635	Gaming	@StaubLiam Favorite video games?	2
1636	Gaming	@fforigin @GameStop @GameStopCanada @PlayStation @Xbox hello could you fix the bugs on the resolution and performance soon because at times it makes everything very blurry and unplayable it hurts the eyes	-1
1637	Gaming	@DmMoax This was one of the first video games I ever played.	2
1638	Gaming	@ForHonorGame So with the addition of cross play. When phase two hits. Will I have the ability to merge my xbox and playstation accounts? I have progress on both and I'd like to be able have both reps on both platforms.	-1
1639	Gaming	@jbonapa1 @TWTHEREDDRAGON Lol not everyone is a blind fanboy like you bud. I love my PlayStation. I can admit when a game doesnt look the best. I can call out clowns like you that cant even type a sentence correctly. Its not hard.	2
1640	Gaming	@irodeyourmom2 @GRIMMYRAX @GameGeniPrime people bitching about the thumbsticks between playstation and xbox when them shits are all the same lol	-2
1641	Gaming	@roryoftheabyss @ResumeSleeq @smtV_XB2 @PlayStation Ok, so you know. Now why do you care what one person thinks?	0
1642	Gaming	@IGN if its not cross platform because apart from one of my friends everyone has an xbox one and if Id pick this up Id be playing on my own. Rockstar is ridiculous	-2
1643	Gaming	@JayZee_XO @jdogggful @blakeway_luke @EBGamesAus Can you play PS1, PS2 and PS3 games on the PS5? No you cant! But on the Xbox Series X you can play original Xbox games, Xbox 360 games and Xbox One games. Microsoft has nailed the backwards compatibility.	-2
1644	Gaming	@XERZYNE @AstralHelios_ @KeyBladeGX @PlayStation My man got mad because of an opinion lol	-2
1645	Gaming	@Rupinz1 @WitheredBonBony I feel like in video games though there's definitely heads with better buffs	0
1646	Gaming	World Of Tanks accounts should transfer from PlayStation to PC @worldoftanks	-2
1647	Gaming	@mistres__helena @Aarow_16 @jz43871 @wbgames @PlayStation @HogwartsLegacy Sony just happens to have the marketing rights for this one, but it doesn't mean that is an PS exclusive	1
1648	Gaming	@KelTekYoungGun @AlfaTango1997 @getfandomgaming Its on the official website... its for pc and xbox as well	2
1649	Gaming	Playing video games with the boys gonna be too 5 best things	2
1650	Gaming	Anyone on PlayStation?	-2
1651	Gaming	@Colteastwood I got the ps5 since I have a pc, I enjoy having both but Xbox is got the best studios these days hands down.	2
1652	Gaming	@marlisjun Well since all this debacle about the systems I'm thinking definitely grabbing a PS5 ( if it's available to buy that is) and play these games . Saw the state of play looks amazing.. I've been an Xbox player mostly but Horizon etc really want to play it. Getting my son one too	2
1653	Gaming	Rock is playing video games right now with the faint sound of water running from his turtle aquarium in the background	1
1654	Gaming	@Lombrad00673265 @zmac9906 @Rainbow6Game Xbox siege is a joke. My friends get sound glitches then kicked, then they rejoin only to get it again not one round later.	-2
1655	Gaming	Enjoying #SpringBreak playing #HorizonForbiddenWest! We Stan a strong female protagonist. @PlayStation	1
1656	Gaming	@Leothefoxr7 You play in PlayStation	2
1657	Gaming	@Sylencioo @Stormlinski76 Only thing is you can't play on Xbox one anymore after the transfer but it's worth it	1
1658	Gaming	@morsmutual_ My rig handled gta 5 &amp; online okay but like 20-40or30 fps with graphics on medium &amp; 1920x1080 as resolution and it felt like i was playing on xbox 360 or ps3 lol	0
1659	Gaming	@MrBlizzardX @ForceinUnison @sjfostersound @PlayStation Motion sickness is not really a tech problem but sony did include a vibration motor which can help to reduce motion sickness.	1
1660	Gaming	@MaxTruj70444265 @AEGRO_84 @PlayStation @Froskurinn Who is she anyway?	-2
1661	Gaming	@WalmartCAGaming @PlayStation Ohhhhh yeah	-2
1662	Gaming	@nicethingsagain @WWEgames Well someone said that 2k said playstation and 2k wasn't being specific with that statement	-2
1663	Gaming	Oh wow a CapCom sale. Oh wait I don't like anything CapCom makes. Oh wow a JRPG sale. Oh. All the games are Fanservice trash. I hate Video games	-2
1664	Gaming	@envinyon I like good video games that are fun	1
1665	Gaming	@lilECCHIgal FAK I VOLUNTEER AS TRIBUTE IM TRASH AT VIDEO GAMES	2
1666	Gaming	@8Osjk @duvajin I feel I would get along with Jimin or Jungkook dating wise since I have extrovert tendencies despite being an introvert, I feel with them I can be loud and adventurous but also spend time at home chillin or playing video games.	1
1667	Gaming	"the die hard question came up and we all sat in silence for three seconds and I just screamed ""ITS JOHN"" the moment I realized. video games ARE art"	-2
1668	Gaming	@C_Rumbel @firas_killer @majornelson Its only $10 us instead of the $20 Xbox. So slight discount and end up saving $30 total.	-2
1669	Gaming	@kidsmoove Bro this is the fucking reason why xbox is buying up many studios so that they can implement these features in their games. I think Microsoft is pissed on third party developers for not optimising and utilising rdna 2 feature in games.	-2
1670	Gaming	@AJEnglish the volunteer if they escape death in ukraine they will be mentally sick and with psychiatric problems once the war finish. the war isnt like in playstation	-2
1671	Gaming	@ChalsAbuah @dleonxl @MSTretrogaming @VGC_News Brother, this includes deathloop and psychnauts, both PlayStation and Xbox multiplats, that Xbox game studios had no part in. You get the high scoring game in forza horizon for 1 year and then go back to getting crushed by PlayStation until the next forza horizon. Repeat gen lol	-2
1672	Gaming	@roborat14 @VGC_News Full pallets of PlayStations at Costco err XBox my bad.	-2
1673	Gaming	@JustAnLED @PlayStation Hottest take ever.	2
1674	Gaming	@ItsCsteph @mortivoree @Xbox Government loves Microsoft... That's why Apple was bytchin.	-2
1675	Gaming	@MK8MasterJunjie @PokeMasterMegan @robski187 @EBGamesAus Do you believe youre Jesus? You were just being rude to someone into buying them an Xbox when the person prefers PlayStation. You really are incapable of admitting your flaws.	-2
1676	Gaming	@JAAY_ROCK_ Just go play your video games. Enjoy them. Play. Be free. Or sit here and waste your time comparing them on twitter and getting sulky because not everyone agrees with you.	2
1677	Gaming	I be lazy and playing too many video games	-1
1678	Gaming	@dread_rocco Lmfao video games require hand eye coordination I don't need my eyes to masturbate	-2
1679	Gaming	I need to stop buying video games with storylines. I haven't finished a game in legit like 10 years	-2
1680	Gaming	@LoveRetroBTW I think Sonic 2 is one of greatest video games of all time period and easily the best Sonic game	2
1681	Gaming	We living in the times where shit we see in movies and video games is starting too happen in real life	-1
1682	Gaming	Which one of y'all gonna play video games with your bitties out? #nsfwtwt #nsfwtwitter #hornytwitter #buyingcontent #buyingnudes #18plus	-2
1683	Gaming	@xdAWESOMES @RockstarGames Hells yeah I didn't think it would for me because I was playing on Xbox One and transferred to a PS5	-2
1684	Gaming	@PlayStation It's gonna be available on all platform	2
1685	Gaming	@SkullziTV Oh man! This generation's console wars version is ridiculous. I see many PS (me PS only) accounts bashing Starfield for no reason. Xbox doesn't interest me but I assure you I will get one for Starfield. BGS is my N.1 games. I haven't waited all this time for nothing	-2
1686	Gaming	@mrLdavis He was telling this girl he was gonna fly her out, she could stay with him or hed get a hotel. Whole time I was getting ready to go on a trip so I wasnt gonna be home I wrote the girl back she said they met online playing video games he came home from work, I was in	-2
1687	Gaming	@RockstarSupport Need help migrating my character from my Xbox One to my Series S. It doesn't show me the new screen and I'm confused on it. It didn't show the new intro either...anything I can do? :/	-2
1688	Gaming	@morganjohn234 Super Smash Bros Ultimate (New Game, no super big changes) Fitness Boxing (New Game, New IP) Year 2 15 New Games 6 Wii U Ports 3 Simultaneous Releases 1 Xbox 360/PS3 Port 1 GB Remake	1
1689	Gaming	Why are video games so violent? The ones I've seen remind me of the 4th of July, with everything exploding, buildings, cars, airplanes, men and women. Kill, kill, and kill for sport and entertainment.	-2
1690	Gaming	@MySlimee Xbox	2
1691	Gaming	@dleonxl @Is_a_dumb_name @1andDon3 @MrboomstickXL @Xbox @PlayStation Of course they can always defend themselves rather easily, or just ignore it. But it will cause them bad press. Even worse if it's a first party game.	-2
1692	Gaming	im gonna play video games until i fall asleep. gn.	-2
1693	Gaming	@Hey1mJay The PvZ Heroes origin story that is depicted in the video linked here, is the opening animated comic book cinematic in the video game. Its much shorter because people want to get into gameplay as soon as possible on mobile games.	1
1694	Gaming	Uncharted review: Sad PlayStation approved a continuity error plot lacking enough puzzles and forgot Nate's Personality and jokes. The journey felt too easy, rushed, and the casting for Sully and Nate was poorly done. I love Mark and Tom, but no. Lackluster writing.	-1
1695	Gaming	@harv056 @emeriticus @barnes_law There is if youre chasing down goat herders in Afghanistan with full air superiority, and a bombing campaign that flattens wherever your headed beforehand, and then you get airlifted back into an air conditioned barracks where you go lift weights and play video games	1
1696	Gaming	@1andDon3 @MrboomstickXL @Xbox @PlayStation What an idiot. The reality is that this cheap tactics and timed exclusive games is what Sony can afford	-2
1697	Gaming	@MLGchimpfeet Yeah exactly. In game challenges were just easier and were more accessible for causal players. Yeah Achievements died with Xbox One in my opinion due to the interface and profile display. Was still fun getting them though	0
1698	Gaming	@cryptojourneyrs Wen new $DOGIRA video? They announced a few games recently. One is going live in a couple weeks @GooeysP2E	-2
1699	Gaming	I think Elden Ring revived my love and passion for video games. Other companies need to do better.	2
